timestamp,symbol,price
2024-01-02T16:00:00,USTECH062,108.98
2024-01-02T16:00:00,USTECH063,109.77
2024-01-02T16:00:00,USTECH064,111.19
2024-01-02T16:00:00,USTECH065,112.61
2024-01-02T16:00:00,USTECH066,114.03
2024-01-02T16:00:00,USTECH067,115.45
2024-01-02T16:00:00,USTECH068,116.87
2024-01-02T16:00:00,USTECH069,118.29
2024-01-02T16:00:00,USTECH070,119.71
2024-01-02T16:00:00,USTECH071,121.13
2024-01-02T16:00:00,USTECH072,121.92
2024-01-02T16:00:00,USTECH073,123.34
2024-01-02T16:00:00,USTECH074,124.76
2024-01-02T16:00:00,USTECH075,126.18
2024-01-02T16:00:00,USTECH076,127.60
2024-01-02T16:00:00,USTECH077,129.02
2024-01-02T16:00:00,USTECH078,130.44
2024-01-02T16:00:00,USTECH079,131.86
2024-01-02T16:00:00,USTECH080,133.28
2024-01-02T16:00:00,USTECH081,134.07
2024-01-02T16:00:00,USTECH082,135.49
2024-01-02T16:00:00,USTECH083,136.91
2024-01-02T16:00:00,USTECH084,138.33
2024-01-02T16:00:00,USTECH085,139.75
2024-01-02T16:00:00,USTECH086,141.17
2024-01-02T16:00:00,USTECH087,142.59
2024-01-02T16:00:00,USTECH088,144.01
2024-01-02T16:00:00,USTECH089,145.43
2024-01-02T16:00:00,USTECH090,146.22
2024-01-02T16:00:00,USTECH091,147.64
2024-01-02T16:00:00,USTECH092,149.06
2024-01-02T16:00:00,USTECH093,150.48
2024-01-02T16:00:00,USTECH094,151.90
2024-01-02T16:00:00,USTECH095,153.32
2024-01-02T16:00:00,USTECH096,154.74
2024-01-02T16:00:00,USTECH097,156.16
2024-01-02T16:00:00,USTECH098,157.58
2024-01-02T16:00:00,USTECH099,158.37
2024-01-02T16:00:00,USTECH100,159.79
2024-01-03T16:00:00,USTECH001,26.25
2024-01-03T16:00:00,USTECH002,27.68
2024-01-03T16:00:00,USTECH003,29.11
2024-01-03T16:00:00,USTECH004,30.54
2024-01-03T16:00:00,USTECH005,31.97
2024-01-03T16:00:00,USTECH006,33.40
2024-01-03T16:00:00,USTECH007,34.76
2024-01-03T16:00:00,USTECH008,35.56
2024-01-03T16:00:00,USTECH009,36.99
2024-01-03T16:00:00,USTECH010,38.42
2024-01-03T16:00:00,USTECH011,39.85
2024-01-03T16:00:00,USTECH012,41.28
2024-01-03T16:00:00,USTECH013,42.71
2024-01-03T16:00:00,USTECH014,44.07
2024-01-03T16:00:00,USTECH015,45.50
2024-01-03T16:00:00,USTECH016,46.93
2024-01-03T16:00:00,USTECH017,47.73
2024-01-03T16:00:00,USTECH018,49.16
2024-01-03T16:00:00,USTECH019,50.59
2024-01-03T16:00:00,USTECH020,52.02
2024-01-03T16:00:00,USTECH021,53.38
2024-01-03T16:00:00,USTECH022,54.81
2024-01-03T16:00:00,USTECH023,56.24
2024-01-03T16:00:00,USTECH024,57.67
2024-01-03T16:00:00,USTECH025,59.10
2024-01-03T16:00:00,USTECH026,59.90
2024-01-03T16:00:00,USTECH027,61.33
2024-01-03T16:00:00,USTECH028,62.69
2024-01-03T16:00:00,USTECH029,64.12
2024-01-03T16:00:00,USTECH030,65.55
2024-01-03T16:00:00,USTECH031,66.98
2024-01-03T16:00:00,USTECH032,68.41
2024-01-03T16:00:00,USTECH033,69.84
2024-01-03T16:00:00,USTECH034,71.27
2024-01-03T16:00:00,USTECH035,72.00
2024-01-03T16:00:00,USTECH036,73.43
2024-01-03T16:00:00,USTECH037,74.86
2024-01-03T16:00:00,USTECH038,76.29
2024-01-03T16:00:00,USTECH039,77.72
2024-01-03T16:00:00,USTECH040,79.15
2024-01-03T16:00:00,USTECH041,80.58
2024-01-03T16:00:00,USTECH042,81.94
2024-01-03T16:00:00,USTECH043,83.37
2024-01-03T16:00:00,USTECH044,84.17
2024-01-03T16:00:00,USTECH045,85.60
2024-01-03T16:00:00,USTECH046,87.03
2024-01-03T16:00:00,USTECH047,88.46
2024-01-03T16:00:00,USTECH048,89.89
2024-01-03T16:00:00,USTECH049,91.25
2024-01-03T16:00:00,USTECH050,92.68
2024-01-03T16:00:00,USTECH051,94.11
2024-01-03T16:00:00,USTECH052,95.54
2024-01-03T16:00:00,USTECH053,96.34
2024-01-03T16:00:00,USTECH054,97.77
2024-01-03T16:00:00,USTECH055,99.20
2024-01-03T16:00:00,USTECH056,100.56
2024-01-03T16:00:00,USTECH057,101.99
2024-01-03T16:00:00,USTECH058,103.42
2024-01-03T16:00:00,USTECH059,104.85
2024-01-03T16:00:00,USTECH060,106.28
2024-01-03T16:00:00,USTECH061,107.71
2024-01-03T16:00:00,USTECH062,108.51
2024-01-03T16:00:00,USTECH063,109.87
2024-01-03T16:00:00,USTECH064,111.30
2024-01-03T16:00:00,USTECH065,112.73
2024-01-03T16:00:00,USTECH066,114.16
2024-01-03T16:00:00,USTECH067,115.59
2024-01-03T16:00:00,USTECH068,117.02
2024-01-03T16:00:00,USTECH069,118.45
2024-01-03T16:00:00,USTECH070,119.81
2024-01-03T16:00:00,USTECH071,120.61
2024-01-03T16:00:00,USTECH072,122.04
2024-01-03T16:00:00,USTECH073,123.47
2024-01-03T16:00:00,USTECH074,124.90
2024-01-03T16:00:00,USTECH075,126.33
2024-01-03T16:00:00,USTECH076,127.76
2024-01-03T16:00:00,USTECH077,129.12
2024-01-03T16:00:00,USTECH078,130.55
2024-01-03T16:00:00,USTECH079,131.98
2024-01-03T16:00:00,USTECH080,132.78
2024-01-03T16:00:00,USTECH081,134.21
2024-01-03T16:00:00,USTECH082,135.64
2024-01-03T16:00:00,USTECH083,137.07
2024-01-03T16:00:00,USTECH084,138.43
2024-01-03T16:00:00,USTECH085,139.86
2024-01-03T16:00:00,USTECH086,141.29
2024-01-03T16:00:00,USTECH087,142.72
2024-01-03T16:00:00,USTECH088,144.15
2024-01-03T16:00:00,USTECH089,144.95
2024-01-03T16:00:00,USTECH090,146.38
2024-01-03T16:00:00,USTECH091,147.74
2024-01-03T16:00:00,USTECH092,149.17
2024-01-03T16:00:00,USTECH093,150.60
2024-01-03T16:00:00,USTECH094,152.03
2024-01-03T16:00:00,USTECH095,153.46
2024-01-03T16:00:00,USTECH096,154.89
2024-01-03T16:00:00,USTECH097,156.32
2024-01-03T16:00:00,USTECH098,157.05
2024-01-03T16:00:00,USTECH099,158.48
2024-01-03T16:00:00,USTECH100,159.91
2024-01-04T16:00:00,USTECH001,26.36
2024-01-04T16:00:00,USTECH002,27.80
2024-01-04T16:00:00,USTECH003,29.24
2024-01-04T16:00:00,USTECH004,30.68
2024-01-04T16:00:00,USTECH005,32.12
2024-01-04T16:00:00,USTECH006,33.56
2024-01-04T16:00:00,USTECH007,34.23
2024-01-04T16:00:00,USTECH008,35.67
2024-01-04T16:00:00,USTECH009,37.11
2024-01-04T16:00:00,USTECH010,38.55
2024-01-04T16:00:00,USTECH011,39.99
2024-01-04T16:00:00,USTECH012,41.43
2024-01-04T16:00:00,USTECH013,42.87
2024-01-04T16:00:00,USTECH014,44.17
2024-01-04T16:00:00,USTECH015,45.61
2024-01-04T16:00:00,USTECH016,46.42
2024-01-04T16:00:00,USTECH017,47.86
2024-01-04T16:00:00,USTECH018,49.30
2024-01-04T16:00:00,USTECH019,50.74
2024-01-04T16:00:00,USTECH020,52.18
2024-01-04T16:00:00,USTECH021,53.48
2024-01-04T16:00:00,USTECH022,54.92
2024-01-04T16:00:00,USTECH023,56.36
2024-01-04T16:00:00,USTECH024,57.80
2024-01-04T16:00:00,USTECH025,58.61
2024-01-04T16:00:00,USTECH026,60.05
2024-01-04T16:00:00,USTECH027,61.49
2024-01-04T16:00:00,USTECH028,62.79
2024-01-04T16:00:00,USTECH029,64.23
2024-01-04T16:00:00,USTECH030,65.67
2024-01-04T16:00:00,USTECH031,67.11
2024-01-04T16:00:00,USTECH032,68.55
2024-01-04T16:00:00,USTECH033,69.99
2024-01-04T16:00:00,USTECH034,70.80
2024-01-04T16:00:00,USTECH035,72.10
2024-01-04T16:00:00,USTECH036,73.54
2024-01-04T16:00:00,USTECH037,74.98
2024-01-04T16:00:00,USTECH038,76.42
2024-01-04T16:00:00,USTECH039,77.86
2024-01-04T16:00:00,USTECH040,79.30
2024-01-04T16:00:00,USTECH041,80.74
2024-01-04T16:00:00,USTECH042,82.04
2024-01-04T16:00:00,USTECH043,82.85
2024-01-04T16:00:00,USTECH044,84.29
2024-01-04T16:00:00,USTECH045,85.73
2024-01-04T16:00:00,USTECH046,87.17
2024-01-04T16:00:00,USTECH047,88.61
2024-01-04T16:00:00,USTECH048,90.05
2024-01-04T16:00:00,USTECH049,91.35
2024-01-04T16:00:00,USTECH050,92.79
2024-01-04T16:00:00,USTECH051,94.23
2024-01-04T16:00:00,USTECH052,95.04
2024-01-04T16:00:00,USTECH053,96.48
2024-01-04T16:00:00,USTECH054,97.92
2024-01-04T16:00:00,USTECH055,99.36
2024-01-04T16:00:00,USTECH056,100.66
2024-01-04T16:00:00,USTECH057,102.10
2024-01-04T16:00:00,USTECH058,103.54
2024-01-04T16:00:00,USTECH059,104.98
2024-01-04T16:00:00,USTECH060,106.42
2024-01-04T16:00:00,USTECH061,107.23
2024-01-04T16:00:00,USTECH062,108.67
2024-01-04T16:00:00,USTECH063,109.97
2024-01-04T16:00:00,USTECH064,111.41
2024-01-04T16:00:00,USTECH065,112.85
2024-01-04T16:00:00,USTECH066,114.29
2024-01-04T16:00:00,USTECH067,115.73
2024-01-04T16:00:00,USTECH068,117.17
2024-01-04T16:00:00,USTECH069,118.61
2024-01-04T16:00:00,USTECH070,119.28
2024-01-04T16:00:00,USTECH071,120.72
2024-01-04T16:00:00,USTECH072,122.16
2024-01-04T16:00:00,USTECH073,123.60
2024-01-04T16:00:00,USTECH074,125.04
2024-01-04T16:00:00,USTECH075,126.48
2024-01-04T16:00:00,USTECH076,127.92
2024-01-04T16:00:00,USTECH077,129.22
2024-01-04T16:00:00,USTECH078,130.66
2024-01-04T16:00:00,USTECH079,131.47
2024-01-04T16:00:00,USTECH080,132.91
2024-01-04T16:00:00,USTECH081,134.35
2024-01-04T16:00:00,USTECH082,135.79
2024-01-04T16:00:00,USTECH083,137.23
2024-01-04T16:00:00,USTECH084,138.53
2024-01-04T16:00:00,USTECH085,139.97
2024-01-04T16:00:00,USTECH086,141.41
2024-01-04T16:00:00,USTECH087,142.85
2024-01-04T16:00:00,USTECH088,143.66
2024-01-04T16:00:00,USTECH089,145.10
2024-01-04T16:00:00,USTECH090,146.54
2024-01-04T16:00:00,USTECH091,147.84
2024-01-04T16:00:00,USTECH092,149.28
2024-01-04T16:00:00,USTECH093,150.72
2024-01-04T16:00:00,USTECH094,152.16
2024-01-04T16:00:00,USTECH095,153.60
2024-01-04T16:00:00,USTECH096,155.04
2024-01-04T16:00:00,USTECH097,155.85
2024-01-04T16:00:00,USTECH098,157.15
2024-01-04T16:00:00,USTECH099,158.59
2024-01-04T16:00:00,USTECH100,160.03
2024-01-05T16:00:00,USTECH001,26.47
2024-01-05T16:00:00,USTECH002,27.92
2024-01-05T16:00:00,USTECH003,29.37
2024-01-05T16:00:00,USTECH004,30.82
2024-01-05T16:00:00,USTECH005,32.27
2024-01-05T16:00:00,USTECH006,33.09
2024-01-05T16:00:00,USTECH007,34.33
2024-01-05T16:00:00,USTECH008,35.78
2024-01-05T16:00:00,USTECH009,37.23
2024-01-05T16:00:00,USTECH010,38.68
2024-01-05T16:00:00,USTECH011,40.13
2024-01-05T16:00:00,USTECH012,41.58
2024-01-05T16:00:00,USTECH013,43.03
2024-01-05T16:00:00,USTECH014,44.27
2024-01-05T16:00:00,USTECH015,45.09
2024-01-05T16:00:00,USTECH016,46.54
2024-01-05T16:00:00,USTECH017,47.99
2024-01-05T16:00:00,USTECH018,49.44
2024-01-05T16:00:00,USTECH019,50.89
2024-01-05T16:00:00,USTECH020,52.34
2024-01-05T16:00:00,USTECH021,53.58
2024-01-05T16:00:00,USTECH022,55.03
2024-01-05T16:00:00,USTECH023,56.48
2024-01-05T16:00:00,USTECH024,57.30
2024-01-05T16:00:00,USTECH025,58.75
2024-01-05T16:00:00,USTECH026,60.20
2024-01-05T16:00:00,USTECH027,61.65
2024-01-05T16:00:00,USTECH028,62.89
2024-01-05T16:00:00,USTECH029,64.34
2024-01-05T16:00:00,USTECH030,65.79
2024-01-05T16:00:00,USTECH031,67.24
2024-01-05T16:00:00,USTECH032,68.69
2024-01-05T16:00:00,USTECH033,69.51
2024-01-05T16:00:00,USTECH034,70.96
2024-01-05T16:00:00,USTECH035,72.20
2024-01-05T16:00:00,USTECH036,73.65
2024-01-05T16:00:00,USTECH037,75.10
2024-01-05T16:00:00,USTECH038,76.55
2024-01-05T16:00:00,USTECH039,78.00
2024-01-05T16:00:00,USTECH040,79.45
2024-01-05T16:00:00,USTECH041,80.90
2024-01-05T16:00:00,USTECH042,81.51
2024-01-05T16:00:00,USTECH043,82.96
2024-01-05T16:00:00,USTECH044,84.41
2024-01-05T16:00:00,USTECH045,85.86
2024-01-05T16:00:00,USTECH046,87.31
2024-01-05T16:00:00,USTECH047,88.76
2024-01-05T16:00:00,USTECH048,90.21
2024-01-05T16:00:00,USTECH049,91.45
2024-01-05T16:00:00,USTECH050,92.90
2024-01-05T16:00:00,USTECH051,93.72
2024-01-05T16:00:00,USTECH052,95.17
2024-01-05T16:00:00,USTECH053,96.62
2024-01-05T16:00:00,USTECH054,98.07
2024-01-05T16:00:00,USTECH055,99.52
2024-01-05T16:00:00,USTECH056,100.76
2024-01-05T16:00:00,USTECH057,102.21
2024-01-05T16:00:00,USTECH058,103.66
2024-01-05T16:00:00,USTECH059,105.11
2024-01-05T16:00:00,USTECH060,105.93
2024-01-05T16:00:00,USTECH061,107.38
2024-01-05T16:00:00,USTECH062,108.83
2024-01-05T16:00:00,USTECH063,110.07
2024-01-05T16:00:00,USTECH064,111.52
2024-01-05T16:00:00,USTECH065,112.97
2024-01-05T16:00:00,USTECH066,114.42
2024-01-05T16:00:00,USTECH067,115.87
2024-01-05T16:00:00,USTECH068,117.32
2024-01-05T16:00:00,USTECH069,118.14
2024-01-05T16:00:00,USTECH070,119.38
2024-01-05T16:00:00,USTECH071,120.83
2024-01-05T16:00:00,USTECH072,122.28
2024-01-05T16:00:00,USTECH073,123.73
2024-01-05T16:00:00,USTECH074,125.18
2024-01-05T16:00:00,USTECH075,126.63
2024-01-05T16:00:00,USTECH076,128.08
2024-01-05T16:00:00,USTECH077,129.32
2024-01-05T16:00:00,USTECH078,130.14
2024-01-05T16:00:00,USTECH079,131.59
2024-01-05T16:00:00,USTECH080,133.04
2024-01-05T16:00:00,USTECH081,134.49
2024-01-05T16:00:00,USTECH082,135.94
2024-01-05T16:00:00,USTECH083,137.39
2024-01-05T16:00:00,USTECH084,138.63
2024-01-05T16:00:00,USTECH085,140.08
2024-01-05T16:00:00,USTECH086,141.53
2024-01-05T16:00:00,USTECH087,142.35
2024-01-05T16:00:00,USTECH088,143.80
2024-01-05T16:00:00,USTECH089,145.25
2024-01-05T16:00:00,USTECH090,146.70
2024-01-05T16:00:00,USTECH091,147.94
2024-01-05T16:00:00,USTECH092,149.39
2024-01-05T16:00:00,USTECH093,150.84
2024-01-05T16:00:00,USTECH094,152.29
2024-01-05T16:00:00,USTECH095,153.74
2024-01-05T16:00:00,USTECH096,154.56
2024-01-05T16:00:00,USTECH097,156.01
2024-01-05T16:00:00,USTECH098,157.25
2024-01-05T16:00:00,USTECH099,158.70
2024-01-05T16:00:00,USTECH100,160.15
2024-01-08T16:00:00,USTECH001,26.58
2024-01-08T16:00:00,USTECH002,28.04
2024-01-08T16:00:00,USTECH003,29.50
2024-01-08T16:00:00,USTECH004,30.96
2024-01-08T16:00:00,USTECH005,31.79
2024-01-08T16:00:00,USTECH006,33.25
2024-01-08T16:00:00,USTECH007,34.43
2024-01-08T16:00:00,USTECH008,35.89
2024-01-08T16:00:00,USTECH009,37.35
2024-01-08T16:00:00,USTECH010,38.81
2024-01-08T16:00:00,USTECH011,40.27
2024-01-08T16:00:00,USTECH012,41.73
2024-01-08T16:00:00,USTECH013,43.19
2024-01-08T16:00:00,USTECH014,43.74
2024-01-08T16:00:00,USTECH015,45.20
2024-01-08T16:00:00,USTECH016,46.66
2024-01-08T16:00:00,USTECH017,48.12
2024-01-08T16:00:00,USTECH018,49.58
2024-01-08T16:00:00,USTECH019,51.04
2024-01-08T16:00:00,USTECH020,52.50
2024-01-08T16:00:00,USTECH021,53.68
2024-01-08T16:00:00,USTECH022,55.14
2024-01-08T16:00:00,USTECH023,55.97
2024-01-08T16:00:00,USTECH024,57.43
2024-01-08T16:00:00,USTECH025,58.89
2024-01-08T16:00:00,USTECH026,60.35
2024-01-08T16:00:00,USTECH027,61.81
2024-01-08T16:00:00,USTECH028,62.99
2024-01-08T16:00:00,USTECH029,64.45
2024-01-08T16:00:00,USTECH030,65.91
2024-01-08T16:00:00,USTECH031,67.37
2024-01-08T16:00:00,USTECH032,68.20
2024-01-08T16:00:00,USTECH033,69.66
2024-01-08T16:00:00,USTECH034,71.12
2024-01-08T16:00:00,USTECH035,72.30
2024-01-08T16:00:00,USTECH036,73.76
2024-01-08T16:00:00,USTECH037,75.22
2024-01-08T16:00:00,USTECH038,76.68
2024-01-08T16:00:00,USTECH039,78.14
2024-01-08T16:00:00,USTECH040,79.60
2024-01-08T16:00:00,USTECH041,80.43
2024-01-08T16:00:00,USTECH042,81.61
2024-01-08T16:00:00,USTECH043,83.07
2024-01-08T16:00:00,USTECH044,84.53
2024-01-08T16:00:00,USTECH045,85.99
2024-01-08T16:00:00,USTECH046,87.45
2024-01-08T16:00:00,USTECH047,88.91
2024-01-08T16:00:00,USTECH048,90.37
2024-01-08T16:00:00,USTECH049,91.55
2024-01-08T16:00:00,USTECH050,92.38
2024-01-08T16:00:00,USTECH051,93.84
2024-01-08T16:00:00,USTECH052,95.30
2024-01-08T16:00:00,USTECH053,96.76
2024-01-08T16:00:00,USTECH054,98.22
2024-01-08T16:00:00,USTECH055,99.68
2024-01-08T16:00:00,USTECH056,100.86
2024-01-08T16:00:00,USTECH057,102.32
2024-01-08T16:00:00,USTECH058,103.78
2024-01-08T16:00:00,USTECH059,104.61
2024-01-08T16:00:00,USTECH060,106.07
2024-01-08T16:00:00,USTECH061,107.53
2024-01-08T16:00:00,USTECH062,108.99
2024-01-08T16:00:00,USTECH063,110.17
2024-01-08T16:00:00,USTECH064,111.63
2024-01-08T16:00:00,USTECH065,113.09
2024-01-08T16:00:00,USTECH066,114.55
2024-01-08T16:00:00,USTECH067,116.01
2024-01-08T16:00:00,USTECH068,116.84
2024-01-08T16:00:00,USTECH069,118.30
2024-01-08T16:00:00,USTECH070,119.48
2024-01-08T16:00:00,USTECH071,120.94
2024-01-08T16:00:00,USTECH072,122.40
2024-01-08T16:00:00,USTECH073,123.86
2024-01-08T16:00:00,USTECH074,125.32
2024-01-08T16:00:00,USTECH075,126.78
2024-01-08T16:00:00,USTECH076,128.24
2024-01-08T16:00:00,USTECH077,128.79
2024-01-08T16:00:00,USTECH078,130.25
2024-01-08T16:00:00,USTECH079,131.71
2024-01-08T16:00:00,USTECH080,133.17
2024-01-08T16:00:00,USTECH081,134.63
2024-01-08T16:00:00,USTECH082,136.09
2024-01-08T16:00:00,USTECH083,137.55
2024-01-08T16:00:00,USTECH084,138.73
2024-01-08T16:00:00,USTECH085,140.19
2024-01-08T16:00:00,USTECH086,141.02
2024-01-08T16:00:00,USTECH087,142.48
2024-01-08T16:00:00,USTECH088,143.94
2024-01-08T16:00:00,USTECH089,145.40
2024-01-08T16:00:00,USTECH090,146.86
2024-01-08T16:00:00,USTECH091,148.04
2024-01-08T16:00:00,USTECH092,149.50
2024-01-08T16:00:00,USTECH093,150.96
2024-01-08T16:00:00,USTECH094,152.42
2024-01-08T16:00:00,USTECH095,153.25
2024-01-08T16:00:00,USTECH096,154.71
2024-01-08T16:00:00,USTECH097,156.17
2024-01-08T16:00:00,USTECH098,157.35
2024-01-08T16:00:00,USTECH099,158.81
2024-01-08T16:00:00,USTECH100,160.27
2024-01-09T16:00:00,USTECH001,26.69
2024-01-09T16:00:00,USTECH002,28.16
2024-01-09T16:00:00,USTECH003,29.63
2024-01-09T16:00:00,USTECH004,30.47
2024-01-09T16:00:00,USTECH005,31.94
2024-01-09T16:00:00,USTECH006,33.41
2024-01-09T16:00:00,USTECH007,34.53
2024-01-09T16:00:00,USTECH008,36.00
2024-01-09T16:00:00,USTECH009,37.47
2024-01-09T16:00:00,USTECH010,38.94
2024-01-09T16:00:00,USTECH011,40.41
2024-01-09T16:00:00,USTECH012,41.88
2024-01-09T16:00:00,USTECH013,42.72
2024-01-09T16:00:00,USTECH014,43.84
2024-01-09T16:00:00,USTECH015,45.31
2024-01-09T16:00:00,USTECH016,46.78
2024-01-09T16:00:00,USTECH017,48.25
2024-01-09T16:00:00,USTECH018,49.72
2024-01-09T16:00:00,USTECH019,51.19
2024-01-09T16:00:00,USTECH020,52.66
2024-01-09T16:00:00,USTECH021,53.78
2024-01-09T16:00:00,USTECH022,54.62
2024-01-09T16:00:00,USTECH023,56.09
2024-01-09T16:00:00,USTECH024,57.56
2024-01-09T16:00:00,USTECH025,59.03
2024-01-09T16:00:00,USTECH026,60.50
2024-01-09T16:00:00,USTECH027,61.97
2024-01-09T16:00:00,USTECH028,63.09
2024-01-09T16:00:00,USTECH029,64.56
2024-01-09T16:00:00,USTECH030,66.03
2024-01-09T16:00:00,USTECH031,66.87
2024-01-09T16:00:00,USTECH032,68.34
2024-01-09T16:00:00,USTECH033,69.81
2024-01-09T16:00:00,USTECH034,71.28
2024-01-09T16:00:00,USTECH035,72.40
2024-01-09T16:00:00,USTECH036,73.87
2024-01-09T16:00:00,USTECH037,75.34
2024-01-09T16:00:00,USTECH038,76.81
2024-01-09T16:00:00,USTECH039,78.28
2024-01-09T16:00:00,USTECH040,79.12
2024-01-09T16:00:00,USTECH041,80.59
2024-01-09T16:00:00,USTECH042,81.71
2024-01-09T16:00:00,USTECH043,83.18
2024-01-09T16:00:00,USTECH044,84.65
2024-01-09T16:00:00,USTECH045,86.12
2024-01-09T16:00:00,USTECH046,87.59
2024-01-09T16:00:00,USTECH047,89.06
2024-01-09T16:00:00,USTECH048,90.53
2024-01-09T16:00:00,USTECH049,91.02
2024-01-09T16:00:00,USTECH050,92.49
2024-01-09T16:00:00,USTECH051,93.96
2024-01-09T16:00:00,USTECH052,95.43
2024-01-09T16:00:00,USTECH053,96.90
2024-01-09T16:00:00,USTECH054,98.37
2024-01-09T16:00:00,USTECH055,99.84
2024-01-09T16:00:00,USTECH056,100.96
2024-01-09T16:00:00,USTECH057,102.43
2024-01-09T16:00:00,USTECH058,103.27
2024-01-09T16:00:00,USTECH059,104.74
2024-01-09T16:00:00,USTECH060,106.21
2024-01-09T16:00:00,USTECH061,107.68
2024-01-09T16:00:00,USTECH062,109.15
2024-01-09T16:00:00,USTECH063,110.27
2024-01-09T16:00:00,USTECH064,111.74
2024-01-09T16:00:00,USTECH065,113.21
2024-01-09T16:00:00,USTECH066,114.68
2024-01-09T16:00:00,USTECH067,115.52
2024-01-09T16:00:00,USTECH068,116.99
2024-01-09T16:00:00,USTECH069,118.46
2024-01-09T16:00:00,USTECH070,119.58
2024-01-09T16:00:00,USTECH071,121.05
2024-01-09T16:00:00,USTECH072,122.52
2024-01-09T16:00:00,USTECH073,123.99
2024-01-09T16:00:00,USTECH074,125.46
2024-01-09T16:00:00,USTECH075,126.93
2024-01-09T16:00:00,USTECH076,127.77
2024-01-09T16:00:00,USTECH077,128.89
2024-01-09T16:00:00,USTECH078,130.36
2024-01-09T16:00:00,USTECH079,131.83
2024-01-09T16:00:00,USTECH080,133.30
2024-01-09T16:00:00,USTECH081,134.77
2024-01-09T16:00:00,USTECH082,136.24
2024-01-09T16:00:00,USTECH083,137.71
2024-01-09T16:00:00,USTECH084,138.83
2024-01-09T16:00:00,USTECH085,139.67
2024-01-09T16:00:00,USTECH086,141.14
2024-01-09T16:00:00,USTECH087,142.61
2024-01-09T16:00:00,USTECH088,144.08
2024-01-09T16:00:00,USTECH089,145.55
2024-01-09T16:00:00,USTECH090,147.02
2024-01-09T16:00:00,USTECH091,148.14
2024-01-09T16:00:00,USTECH092,149.61
2024-01-09T16:00:00,USTECH093,151.08
2024-01-09T16:00:00,USTECH094,151.92
2024-01-09T16:00:00,USTECH095,153.39
2024-01-09T16:00:00,USTECH096,154.86
2024-01-09T16:00:00,USTECH097,156.33
2024-01-09T16:00:00,USTECH098,157.45
2024-01-09T16:00:00,USTECH099,158.92
2024-01-09T16:00:00,USTECH100,160.39
2024-01-10T16:00:00,USTECH001,26.80
2024-01-10T16:00:00,USTECH002,28.28
2024-01-10T16:00:00,USTECH003,29.13
2024-01-10T16:00:00,USTECH004,30.61
2024-01-10T16:00:00,USTECH005,32.09
2024-01-10T16:00:00,USTECH006,33.57
2024-01-10T16:00:00,USTECH007,34.63
